order,level_0,index,ID,int,vector
947,46,46,18051,1488565707357572142173025471815595395716734931008453540882092484765054117267373167177499156632062440256565165394689837530912671367505641472,00000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000000000000000000100000001000000000010000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
948,7617,7617,17908,23258839177628650825608366496846032657779054534308390440927624472543046606626009717299264389937983165572202315191251955475106199303618560,00000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000010000000000000100100000000000000010000010100000000101000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
949,17,17,8174,726838724380222377335710389417423400771732588791577969492452480529488513695581505380510898901177573861449764081751176721999001605373952,00000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000010000100000000010100000000101000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
950,3816,3816,13395,1524291284333980750959624163095684959230793939702289130645466614095292293323108481638272291908075564134882098681271745464649585892147232505856,00000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000010000000000010000000010110000000001000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
951,2944,2944,28818,195109284394749514630580155187592585012133536471184497999399306177569503078981851893150559960201690055364081116357139371462926264959604273184768,00000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000100000000000001000000000100000011010000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
952,5783,5783,5138,3048582568667962517383847123247800698849155638316490309803770394466136143371349977503573474137466370064590933827393967742648202535071110922240,00000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000001000000100000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
953,1105,1105,29273,11629419588772028159791269184175353753049048174593091252913332469369899291913231972354931653857348778674332281080468305494617911145267200,00000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000100000001000011010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
954,4234,4234,12637,5678427618174915618803173778543901842729155131293574505983558712961725504340899743415329229627499342043538450814421003998144350912512,00000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000010000000000000010000011010000000001000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
955,506,506,28851,2907354897351658051598216253315495309765903146363734266947402266310700234149850256134974078955665498651402761990200245003984158133846016,00000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100001000000010000000000100000000010110000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
956,6012,6012,18233,190536410541747741947135513068156119491333797038672143399278735151266497385679858357566591385768998176903678810941144362734227577412400447488,00000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000010000010000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
957,7188,7188,8558,24973988402527937851222008327746251467752262313671107888272943515160293375274684647786669442949292158954287709725899270578252658488971450988363776,00000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000100000000000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
958,7496,7496,17772,95268205270873955588408981682450555654446812203202314872582130085729674594777566204262481965719281961958679346529883424340089814357779677184,00000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000010000000001000000000010000000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
959,7105,7105,13358,24388660549343689476899056446866765488140200270518597493508695645519279509245655338025349017772119099866195885116590488004266414725873205772288,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000010000000100001001010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
960,5694,5694,28172,47634102635437062414532995133563414033030934947526794085010064768751333210139138974878710166311409573363961344129180909398416011031184670720,00000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000100000000100000000010000011000000000011000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
961,5333,5333,2699,6097165137335922348070973721159832249688188000905909989249989358555245641154850965815130230687833742078779516601762016472432403322950599573504,00000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000010000010000000011010000000001000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
962,1594,1594,8952,48777321098687378784609100723871255396446659542283696580122605704871013696858174780642753417428874892785373830136397526382067922590682375520256,00000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000001100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
963,1438,1438,27484,5954262829429780877708073400485252110398837184621727254494381236584391542450280545491145732818384945245831602097579514327053723876101980160,00000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000001000000100000000000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
964,3705,3705,20765,186070713419844594309267630559803162780785075740590247568782800604819432298319700409367653862811559501342286515982908605300380726881943552,00000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000001000000000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
965,2160,2160,24244,1560874275157996115860028983254541139313936103562613067644887306514916949622566740229815186776836850809445516480502695758719738535182393394855936,00000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000001000000000100000010110000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
966,5427,5427,12652,24388660549343689476899056368081992356189325087770688146323547426107067083607792753604380166850609825341741591072634347082099639008039618478080,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000010000000001000000000100001001010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
967,6564,6564,15456,12786682062094304179739064560819855221049729408274607649441946483784692853700565063800338476127741443773625264185940602514875909710563138539656052736,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000001000000000100000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
968,4336,4336,12201,381072821083495314663297453363149180144934757895470670824162547151413886546257775606014107794684991080331552267119330233524403593316331945984,00000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000000100000010000010110000000001000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
969,6357,6357,18275,24388660549343689476899056368062753097644740461949677231143018480478507392910190852763765566252452831640089460610052430647518763139330813722624,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000001000001000000000000000100100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
970,983,983,16831,48777321098687378784572949225578038676191476673875652886102094518137296304832172959650837474930721390337506989730761473577910292077084470673408,00000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000001001000000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
971,7705,7705,2310,93035356710006912963886220572723418130102343304647948892819082589118709165669155885438384506907222321210567117202519225414804525753040896,00000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000100000000000001010000000010110000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
972,6864,6864,19297,780437137578998058014629635537399230161628812947192348192090858824664237414029201581374440962124588227608926779682138314591828966894550791487488,00000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000100000000010000000000010000000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
973,5093,5093,2333,195109284394749514630580159915833328579471041944675559897149757524521138448600415304911208773447452318440574997308561523531136910284074512285696,00000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000001010000000010110000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
974,5781,5781,24140,186070713419717671724020088110093870227741234065105983001457345226319410351789637793529445933248510867435457749534960045403673796498423808,00000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000010000000000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
975,4766,4766,11944,1524291284333980624036880046664251387398056986806131380758607937736977585764156236692250214051149444841297797655452333950788757829081402179584,00000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000100000000000100000000010110000000001000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
976,2659,2659,3275,23258839177628650825746273518533413335022030139765045394921906391994749149344191497985256553763509910637359600177787456039787909682823168,00000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000100000010000000000000000010000011010000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
977,7290,7290,1979,12194330274671845330755676220094139996932399111025107007026584204899136508056022563593937738611897548630317591780803520920680910037563075461120,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000010000000000100000000000100000000000100001000110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
978,4585,4585,27895,3196670515523576044934924793638734329124465435077372707475853699990620776552060922049599715311253867939597901890090733214117260579899369538520612864,00000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000000100000100000011010000000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
979,6195,6195,27262,90854840579258443360643392515317625720582601738514607087997005856602280552166795436683731944368789085986259436454814412741991383171072,00000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000001000000000100000000010110000000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
980,5494,5494,12209,744282853678743763544857809532757512471216654504541700101038405700986406386314224217854714633385432369157042912978693013739139891879477248,00000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000010100000000010110000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
981,6007,6007,2020,399583814440447005617521697253550896825446799494195881503054429827712569693532400277034256626159270004424101715506798774287354727237935954156060672,00000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001000000000001000000000001000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
982,4617,4617,4741,3121748550315992231550830140053348033988878117440532556872775972573685780350212955040563182472161501843811835999524254055674343912659152080470016,00000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000010000010000000011010000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
983,5322,5322,536,46517678355088071328210484139302473856661420601509865508021723119923306597979046743502437460286721549216617963287951595109354177208254464,00000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000100000010000001001010000000001000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
984,5045,5045,866,3196670515523576044934924834952210650118433622902493616602072755897537964957158421523958390469475553395256777048401537496017262461135437456973234176,00000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000010000000100000000010000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
985,7702,7702,28546,1524291284333980750959784923280966248705980038186818003290604034705189003246967815488348189407036189662866292089897924088708273267183687041024,00000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000010000000000000000010000011010000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
986,6948,6948,24043,5457688407331804780581371406795247803312864261286977992798374096832730944175658572538790212500990366551039307898981823641812992,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000010000000000010000000010100100000001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
987,7184,7184,12593,97554642197374757272982497955340753956812941258252950862294423114269261186501586005432823976110703957592723545692778080161698920117158342033408,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000000001000000000100000000010110000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
988,364,364,22697,744282853678870691415017639092465512808823486868448813510575933797773592251609295397830131052798104664722856508623094649122052128808894464,00000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000010000000000100000000010110000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
989,5874,5874,6402,6393341031047152089869680522208407095376610424475544315581981287168807002069756064363686647366785942424070430897091524948884145658050420255664111616,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000010000010000000010110000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
990,7817,7817,28629,2907354897187736667946641915612350707232205723125271072461043036728991402919390818947581091981584893040238548933689520024669690504675328,00000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000001000000100000000010100010000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
991,7207,7207,5934,381072821083495314662654412622024022244190363961036390673156152552393453305178796173953473473182766698420995283697108440885062062695587512320,00000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000010000000000000000010000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
992,901,901,5482,1598335257761788022467547012304892686945477513070311515257340512271320231623388312437020179367154485399442684552329728133180296272278531700059799552,00000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000100000100000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
993,2896,2896,274,6243497100631984462932445445595660948097603851539709806082488650230124626685040328726123313824958062763681156527813190479132876093250271505809408,00000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000100000000000000010000000100000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
994,6590,6590,26065,12194330274671844823064692346791221999098697200290722562156319038785604174614784648597424389619160952502382897206768850262082050442090805985280,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000010000100000000010110000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
995,7894,7894,17550,399583814440447005616865599204536425592536122170776426788271219766309550197629511155454050641218790528271160909427482049514898258646065929510715392,00000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000010000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
996,4879,4879,28772,45427420437705799017290724432637315627237377613262600655479226924383408477123072912507886011989413294308690356584368769327312326885376,00000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000001000000010000000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
997,6675,6675,15426,390218568789499028927988101484318278559288710100453387895967268333583864815191502709650224170456107630497472861166397904376707342848744772075520,00000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000001000000010000000010100001000001000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
998,2006,2006,31194,11629419588772017992182374216972781982867308412733839842669183096620298207395712389162333104381362688596666480162164905846576525120372736,00000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000100100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
999,7994,7994,8047,1453677448760444189804259947323592814311146365080128316284670602626448911116422471836746982183043156349486350062943926149209087050514432,00000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000010000000000100000000010110000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1000,4559,4559,28824,3048582568667961332691501304901617210737590149258695096947656862046833318456569775853204284260993384616646928534461770194674218294156848005120,00000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000100100000000010110000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1001,1939,1939,30760,780437137578998058014629635458595217768839856709887071052873957901018714484450392489783800434584248056672497560294261042834603380849022316052480,00000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000100000000000010000000000001000000100001000110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1002,2703,2703,25614,11629419588898940576799523046061439034998257943458632453552407122963200058635139276125214408755982123118749762350702771297701021521805312,00000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000000001000000100000000000100000000010110000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1003,675,675,2672,24388660549343689476899056377913254644449861649029266439155560168184258949335839678294095060798636200499646402728107176630889685464824057692160,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000000010000010000000010110000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1004,6777,6777,31883,49947976805055875702274786009744421326447753940667645976233143669306970479320792785115879217802134186152822183247608328053349188558230467219816448,00000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000001000000010000000011010000000001000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1005,484,484,3097,399583814440447005617521366725567117357494142200279556845637629730503596959606388101042997718684414333427810136720008994450438609362767300515594240,00000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000010000010000000011010000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
1006,1254,1254,11249,195109284394749514630662786868475316515846692186456267466658175506702290279090962951231914951180774733009484505844687446750064077335446752854016,00000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000001000000000000000100100000000010110000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
