age,workclass,fnlwgt,education-num,marital_status,occupation,relationship,race,sex,capital-gain,capital-loss,hours,na�ve-country
44,7,5,9,3,8,6,5,1,1,1,15,39
27,4,20,13,5,3,4,5,2,1,1,40,39
22,4,13,10,5,3,4,5,2,1,1,40,39
41,4,12,9,1,14,2,5,2,1,1,40,39
53,4,14,9,3,7,1,5,2,1,1,40,39
58,4,11,9,3,4,1,5,2,1,1,40,39
34,9,13,8,6,8,5,3,1,1,1,53,39
32,4,21,13,3,10,1,5,2,1,1,60,39
32,4,44,10,3,6,1,5,2,1,1,38,26
47,4,9,14,3,10,6,5,1,8,1,40,39
27,4,14,9,3,5,1,5,2,1,1,40,39
25,4,17,10,5,6,2,5,2,1,1,40,39
40,4,14,6,1,7,2,3,1,1,1,40,39
36,6,4,10,3,12,1,5,2,1,1,92,39
23,2,31,9,5,14,4,5,2,1,1,40,39
44,4,12,5,3,7,1,3,2,1,1,40,39
19,4,17,9,5,3,4,5,2,1,1,60,39
42,4,33,13,5,12,2,5,2,1,1,40,39
60,6,19,10,3,5,1,5,2,1,1,15,39
41,4,35,9,3,12,1,5,2,1,2,45,39
45,1,10,9,5,14,5,2,1,1,1,40,39
67,9,16,3,3,8,1,5,2,1,1,49,39
36,6,60,13,3,14,1,3,2,1,1,48,42
52,7,31,14,1,10,2,2,1,1,1,40,39
28,4,11,16,5,1,4,5,2,1,1,18,39
83,5,27,9,1,12,2,5,2,1,1,20,39
17,4,16,7,5,8,4,5,2,1,1,20,39
27,4,17,11,5,3,2,5,2,1,1,40,39
35,6,3,11,5,5,2,5,2,1,1,60,39
40,4,13,10,5,1,2,5,1,1,1,40,39
23,4,20,12,3,12,6,5,1,1,1,25,39
51,2,26,7,3,6,1,3,2,1,1,40,39
51,4,34,2,3,8,1,5,2,1,1,54,26
82,9,4,6,7,8,2,5,2,1,1,20,39
28,4,10,9,5,4,2,5,1,1,1,45,39
53,4,29,9,3,8,1,5,2,1,1,50,11
29,4,10,13,5,1,2,5,1,1,1,35,2
19,4,24,9,5,3,2,5,2,1,1,45,39
30,4,17,13,4,12,2,5,1,1,1,50,39
23,4,23,4,5,7,4,3,1,1,1,40,6
66,4,19,13,3,12,1,5,2,1,1,15,39
27,4,18,7,5,3,2,5,2,1,1,40,39
35,4,17,9,3,7,1,3,2,1,1,40,39
17,4,2,8,5,6,4,5,2,1,1,15,39
27,4,13,9,5,7,2,5,2,1,1,40,39
27,4,21,15,5,10,2,5,2,1,1,50,39
44,2,18,13,3,11,6,3,1,9,1,40,39
64,4,13,9,3,14,1,5,2,1,1,16,39
62,5,2,9,7,12,2,5,1,1,1,15,39
26,4,27,10,3,12,1,5,2,1,1,40,39
40,4,18,9,6,7,5,5,2,1,1,40,39
40,4,14,16,3,10,1,5,2,1,1,40,39
35,4,19,9,1,1,4,5,1,1,1,40,39
25,4,19,13,5,10,4,2,2,1,1,40,36
52,2,25,10,7,1,2,5,1,1,1,24,39
46,4,9,10,3,1,6,5,1,1,1,40,39
30,4,21,9,3,3,1,1,2,1,1,40,39
52,4,11,10,3,4,1,5,2,1,1,40,39
28,4,12,9,5,14,2,4,2,1,1,40,39
17,4,18,6,5,8,4,5,1,1,1,25,39
46,7,29,10,5,8,4,3,1,1,1,40,39
45,4,29,13,1,4,2,5,2,1,1,40,39
21,4,25,10,5,10,4,5,1,2,1,32,39
18,6,20,9,3,8,6,5,1,1,1,40,39
17,4,14,7,5,8,4,5,2,1,2,15,39
90,4,13,10,1,12,5,3,1,1,1,37,39
23,4,16,10,5,3,2,5,2,1,1,40,39
41,4,12,13,3,10,1,5,2,1,1,40,39
19,6,6,10,5,5,4,5,2,1,1,50,39
69,4,22,9,3,14,1,5,2,1,1,40,39
23,1,4,12,5,4,5,5,1,1,1,32,39
28,4,18,10,5,13,2,5,2,1,1,54,39
37,4,10,12,3,12,1,5,2,1,2,45,39
57,4,14,9,3,12,1,5,2,1,1,30,39
30,2,14,10,5,11,2,3,2,1,2,40,39
48,4,21,9,6,1,5,5,1,1,1,40,39
73,4,19,9,7,8,3,5,1,1,1,32,39
25,4,52,3,5,7,3,5,2,1,1,40,26
33,4,10,14,5,4,2,5,2,1,1,40,39
36,4,12,9,3,7,1,5,2,1,1,40,39
28,4,19,9,3,3,1,5,2,4,1,40,39
57,4,7,9,1,8,5,5,1,1,1,40,39
31,4,30,10,5,8,5,3,1,1,1,40,39
35,9,9,5,1,8,4,1,2,1,1,38,39
40,7,39,9,1,8,2,3,1,1,1,48,39
32,4,5,10,5,10,4,5,1,1,1,40,39
35,9,20,13,5,8,2,5,2,1,1,40,39
26,4,21,9,5,1,5,3,1,1,1,40,23
27,5,8,10,6,12,4,5,1,1,1,40,39
17,4,22,6,5,8,4,5,1,1,2,18,39
29,4,25,10,5,3,2,5,1,1,1,40,39
18,4,7,7,5,8,4,5,1,1,1,30,39
20,4,15,10,5,12,2,5,2,1,1,30,39
69,9,33,9,3,8,1,5,2,1,1,24,39
18,7,39,10,5,8,2,5,1,1,1,40,39
56,4,13,9,5,8,2,3,1,1,1,40,39
40,4,18,10,6,8,5,5,1,1,1,8,39
46,4,19,10,1,4,2,5,2,1,1,40,39
41,4,20,8,3,11,1,3,2,1,1,40,42
53,4,8,10,7,4,5,5,1,1,1,40,39
50,4,23,14,3,4,1,5,2,1,1,50,39
23,4,13,7,5,6,4,5,2,1,1,50,39
40,4,12,13,4,4,2,5,2,1,1,40,39
54,5,17,10,3,14,1,5,2,1,1,40,39
45,4,16,10,1,4,2,5,1,1,1,40,39
53,2,60,9,3,14,1,3,2,1,1,40,39
17,9,19,7,5,8,4,5,2,1,1,20,29
50,2,42,13,1,4,2,5,1,1,1,40,39
22,9,11,13,5,8,2,5,2,1,1,25,39
30,4,11,13,5,8,5,5,2,1,1,40,42
40,5,9,13,3,3,1,5,2,1,1,40,39
36,7,7,14,5,10,2,5,2,1,1,40,39
25,6,19,12,5,12,2,5,2,1,1,50,39
29,4,5,9,3,7,1,5,2,1,1,40,39
29,4,25,13,5,5,4,5,2,1,1,50,39
22,4,26,13,5,12,2,5,1,1,1,40,39
56,4,10,13,1,10,5,3,1,1,1,50,14
60,2,22,14,3,4,1,5,2,1,1,40,39
37,4,21,9,3,7,1,5,2,4,1,50,39
53,4,13,4,1,7,2,5,1,1,1,40,39
23,7,30,10,5,1,4,5,1,1,1,20,39
18,4,5,9,5,9,3,5,1,1,1,10,39
36,4,3,10,1,12,2,5,1,4,1,45,39
67,5,7,9,3,4,1,5,2,9,1,50,39
31,4,11,9,5,6,2,5,2,1,1,60,39
26,4,16,13,3,12,1,5,2,1,1,48,39
18,4,30,7,5,1,3,2,1,1,1,20,39
45,2,14,14,1,10,5,3,1,1,1,40,39
64,4,10,7,3,12,1,5,2,1,1,40,39
26,4,33,9,5,12,2,5,1,1,1,38,39
53,4,2,10,1,10,2,5,1,1,1,40,39
27,4,21,9,5,6,3,5,2,1,1,28,13
32,4,19,10,1,7,5,1,2,1,1,40,39
49,6,10,9,1,4,5,5,1,9,1,30,39
59,4,9,6,3,3,1,5,2,1,1,40,39
44,4,15,14,3,10,1,5,2,8,1,55,39
61,6,18,9,3,5,1,5,2,1,1,60,39
41,9,34,9,1,8,5,5,1,1,1,40,39
46,7,17,9,6,1,5,5,1,1,1,37,39
32,4,17,9,5,1,2,5,2,1,1,40,39
29,4,11,9,5,12,2,5,1,1,1,35,39
48,4,14,14,5,4,2,5,2,1,1,40,39
32,4,3,10,1,4,5,5,1,1,1,30,39
21,4,15,9,5,6,4,5,1,1,1,35,39
50,6,34,15,3,10,1,5,2,1,1,50,39
44,2,14,14,3,10,1,5,2,1,1,44,39
51,4,28,9,6,1,3,5,1,1,1,40,39
42,4,37,9,3,3,1,5,2,1,1,40,39
27,4,19,13,5,11,4,5,1,1,1,40,39
70,6,17,9,3,4,1,5,2,1,1,3,39
33,4,25,9,1,4,2,5,1,1,1,40,39
65,6,13,9,3,5,1,5,2,9,1,60,39
39,4,25,14,5,1,2,5,2,1,1,40,42
32,4,11,9,3,3,1,5,2,1,1,40,39
30,4,5,10,1,10,5,5,1,1,1,40,39
43,5,3,10,3,4,1,5,2,1,1,40,39
31,4,20,5,5,8,4,5,2,1,1,40,39
64,1,31,13,1,1,2,3,1,1,1,40,39
37,2,23,10,6,11,4,4,2,1,1,52,39
49,6,17,9,1,12,2,5,2,1,1,40,39
29,4,25,7,5,7,4,5,2,1,1,48,39
35,2,19,9,1,4,2,5,2,1,1,40,39
37,4,20,12,3,10,1,5,2,1,2,45,39
42,7,16,14,3,10,1,5,2,1,1,50,39
21,9,41,10,5,8,4,5,2,1,1,40,39
23,4,14,12,5,12,2,5,2,1,1,40,39
35,2,19,9,5,8,5,3,1,1,1,40,39
29,7,19,11,3,11,1,5,2,1,1,40,39
23,4,37,10,5,8,5,5,1,1,1,25,39
21,4,40,10,5,8,2,5,1,1,1,20,42
45,4,51,13,5,10,2,5,2,1,1,40,39
24,9,17,13,5,8,2,5,2,1,1,50,39
38,4,8,9,5,6,2,5,2,1,1,50,39
28,9,7,6,5,8,4,5,1,1,1,38,39
23,4,17,9,5,12,5,5,1,1,1,48,39
39,6,31,13,5,12,4,2,2,1,1,60,20
45,4,26,14,3,4,1,5,2,9,1,50,39
68,4,19,12,1,4,2,5,1,1,1,43,39
60,1,23,11,1,10,5,5,2,5,1,40,39
38,7,11,16,3,10,6,5,1,8,1,40,42
41,4,32,8,6,3,2,3,2,1,1,40,39
48,4,3,9,1,3,3,5,2,1,1,40,39
33,4,5,9,3,7,1,5,2,1,1,40,39
48,4,15,11,3,3,1,5,2,1,1,40,39
23,2,21,10,5,1,4,5,1,1,1,20,39
26,4,38,5,3,3,1,5,2,1,1,45,39
55,5,29,13,3,4,1,5,2,1,3,50,39
35,7,22,14,3,10,1,5,2,1,1,75,39
52,4,21,10,3,4,1,5,2,4,1,55,39
46,7,11,9,6,1,5,5,1,1,1,38,39
72,9,7,9,3,8,1,2,2,1,1,1,39
18,4,9,9,5,8,4,5,1,1,1,30,39
62,2,13,9,1,14,3,5,2,1,1,40,39
22,4,2,10,5,14,4,5,1,1,1,30,39
40,4,36,10,3,1,6,5,1,8,1,40,39
26,4,26,10,3,12,1,5,2,1,1,50,39
35,4,14,12,4,12,4,3,1,1,1,36,39
25,6,7,9,5,12,5,2,1,1,1,40,39
46,9,17,11,3,8,6,3,1,1,1,35,39
39,4,16,13,4,3,2,5,2,1,2,50,42
41,4,42,10,3,3,1,3,2,1,1,45,39
59,4,18,13,3,6,1,5,2,1,1,40,22
37,4,3,9,3,3,1,5,2,1,1,40,39
38,4,18,10,3,3,1,5,2,1,1,43,39
33,4,3,13,5,4,2,2,2,1,1,40,42
23,4,25,12,3,8,6,5,1,1,1,40,33
67,6,14,14,7,10,2,5,2,9,1,2,39
60,4,12,13,1,10,2,5,1,9,1,48,39
39,5,17,13,3,10,1,5,2,1,1,50,39
32,6,41,9,3,14,1,5,2,1,2,60,39
26,4,32,13,5,10,2,5,1,1,1,45,39
39,4,30,9,1,13,5,5,1,1,1,50,39
28,4,23,10,5,1,2,5,1,1,1,40,39
29,4,17,7,1,3,5,5,1,1,1,52,39
43,4,16,11,3,3,1,5,2,1,1,50,39
23,4,20,10,5,13,4,5,2,1,1,25,39
32,4,19,13,3,12,1,5,2,1,2,45,39
33,6,42,10,3,10,6,5,1,1,1,60,39
45,4,11,9,1,8,2,3,1,1,1,35,39
48,4,27,9,1,3,5,5,2,1,1,40,39
43,2,18,15,3,10,1,5,2,9,1,45,39
50,6,16,9,3,14,1,5,2,1,1,40,39
63,4,6,13,5,13,2,5,2,1,1,40,39
55,4,10,9,3,3,1,5,2,4,1,40,39
22,4,10,13,5,4,4,5,1,1,1,35,39
32,6,18,9,5,8,5,5,2,1,1,60,39
27,4,20,12,3,4,1,5,2,1,1,55,39
22,4,20,13,5,12,4,5,1,1,1,15,39
44,4,2,9,1,14,2,5,2,1,1,68,39
34,4,18,9,6,8,2,5,1,1,1,40,39
28,4,19,9,5,7,2,5,1,1,1,40,39
40,4,9,14,3,10,6,5,1,9,1,24,39
45,4,19,10,3,14,1,5,2,1,1,55,39
17,4,9,6,5,8,4,5,2,1,1,15,39
53,6,25,8,3,3,1,5,2,1,1,45,39
58,4,19,12,3,3,1,5,2,1,1,40,39
55,6,9,9,5,3,4,5,2,1,1,35,39
44,2,12,11,5,3,2,5,2,1,1,44,39
40,6,11,9,3,3,1,5,2,1,1,30,39
58,6,13,14,3,4,1,5,2,1,1,50,39
38,4,20,9,3,3,1,5,2,1,1,40,39
62,4,14,5,5,9,2,3,1,2,1,22,39
31,4,14,11,3,3,1,5,2,4,1,38,39
31,4,16,7,3,3,1,5,2,1,1,40,26
30,4,23,9,5,4,2,5,2,1,2,45,39
37,4,22,9,1,1,5,5,1,1,1,40,26
38,2,32,9,5,3,2,5,2,1,2,40,2
58,2,31,8,3,5,1,5,2,1,1,40,39
30,4,18,13,3,4,1,5,2,1,1,50,39
28,4,33,11,5,10,2,5,1,5,1,40,39
46,4,10,10,1,4,5,5,1,1,1,70,39
34,4,11,13,5,13,2,5,1,1,1,40,39
39,5,16,10,1,3,2,5,2,1,1,99,39
61,5,25,10,7,12,2,5,1,1,1,20,39
30,6,2,11,1,7,2,5,1,1,1,40,39
31,4,19,9,6,8,2,5,1,1,1,40,39
21,4,17,9,5,1,4,5,2,1,1,40,39
50,4,23,9,3,7,1,5,2,1,1,58,39
47,4,34,9,5,1,2,5,2,1,1,33,39
20,4,17,9,5,6,4,5,2,1,1,40,39
23,4,22,13,5,8,4,5,1,1,1,30,39
46,4,25,2,6,8,2,5,1,1,1,40,26
20,4,16,9,5,6,4,5,2,1,1,45,39
33,4,25,13,3,12,1,5,2,8,1,50,39
30,4,23,10,5,1,5,5,1,1,1,30,39
43,2,10,10,1,11,5,5,1,1,1,40,39
23,4,21,10,5,6,4,5,2,1,1,60,39
34,4,31,13,3,4,1,5,2,1,1,50,42
25,4,18,10,5,1,2,5,2,1,1,40,39
50,4,3,9,3,10,6,5,1,1,1,40,39
44,4,15,14,3,4,6,5,1,1,1,24,39
26,4,8,10,1,10,2,5,1,1,1,40,39
35,4,40,16,5,10,2,5,1,1,1,80,39
48,6,17,9,1,10,2,5,2,1,1,15,39
26,4,16,9,5,7,2,3,2,1,1,40,39
41,2,21,14,1,10,5,5,1,1,1,40,39
25,4,21,13,5,8,4,5,2,1,1,40,39
33,4,16,11,5,10,5,5,1,1,1,55,39
24,4,12,13,3,4,6,5,1,1,1,40,39
31,4,13,13,4,1,2,5,1,1,1,40,39
24,2,17,12,5,10,4,5,1,1,1,2,39
41,4,14,5,5,9,5,5,1,1,1,40,4
38,2,18,10,3,3,1,5,2,1,1,45,39
19,4,44,9,5,3,2,5,2,1,1,40,39
19,4,31,9,5,1,4,5,2,1,1,40,39
24,4,23,9,5,8,2,5,2,1,1,40,39
59,9,36,13,3,8,1,5,2,1,1,40,39
67,4,21,14,4,4,2,5,2,1,1,55,39
49,4,41,6,1,7,2,3,2,1,1,40,39
35,4,10,11,3,13,1,5,2,1,1,40,39
44,4,20,10,3,4,1,5,2,1,1,45,39
58,9,26,10,3,8,1,5,2,10,1,40,39
22,4,11,12,5,11,4,5,2,1,1,60,39
21,7,9,10,5,4,4,5,2,1,1,10,39
50,4,16,10,3,6,1,5,2,1,1,50,39
44,2,10,12,3,10,1,5,2,1,1,48,39
36,2,3,10,3,1,1,1,2,1,1,40,39
30,1,32,10,3,1,1,5,2,8,1,48,5
52,4,10,9,3,12,1,5,2,1,1,40,39
35,6,6,9,3,3,1,5,2,1,1,90,39
48,2,8,11,5,11,5,5,2,1,1,48,39
23,4,16,9,3,12,1,5,2,1,3,40,39
37,4,22,14,5,12,2,5,2,1,1,50,39
44,5,19,14,3,10,1,5,2,1,3,55,39
44,4,17,9,3,14,1,5,2,1,1,50,39
36,4,19,13,1,10,2,5,2,1,1,40,39
26,7,3,10,3,4,1,5,2,1,1,12,39
31,5,46,13,5,10,2,5,2,1,1,45,39
23,9,26,9,5,8,4,3,2,1,1,12,9
29,4,20,9,3,3,1,5,2,1,1,50,39
53,4,21,9,7,3,5,3,1,1,1,40,39
52,4,4,11,3,4,1,5,2,1,1,40,39
55,4,19,9,3,6,1,5,2,1,2,40,39
31,4,25,6,3,12,1,5,2,1,1,40,39
19,9,25,9,5,8,2,5,1,1,1,16,39
64,9,21,9,7,8,2,5,1,1,1,30,39
55,4,19,9,3,12,1,5,2,1,1,40,39
48,4,14,14,3,10,1,5,2,1,1,55,39
20,4,12,9,5,3,4,5,1,1,1,40,39
50,2,11,9,3,1,6,5,1,8,1,30,39
45,5,3,13,3,4,1,5,2,1,1,51,39
17,4,20,6,5,6,3,5,2,1,1,10,8
38,4,21,9,1,8,2,5,1,1,1,25,39
43,4,5,9,1,4,5,5,1,1,1,40,39
22,4,13,9,3,3,1,5,2,1,1,30,39
63,4,21,9,1,3,2,5,1,1,1,40,39
36,4,11,13,3,4,1,5,2,1,1,45,39
56,4,24,13,3,10,1,5,2,1,1,50,39
43,7,31,15,3,10,1,3,2,1,1,40,39
41,4,17,13,3,13,1,5,2,1,1,45,39
41,4,21,9,1,1,5,5,1,1,1,40,39
36,4,41,13,1,10,2,5,2,1,1,45,39
59,4,14,16,3,10,1,5,2,1,1,50,39
46,2,16,12,3,4,1,5,2,1,1,44,39
23,4,18,13,5,10,2,5,1,1,1,36,39
46,6,23,10,6,10,2,5,2,1,1,20,39
53,4,9,13,3,1,1,5,2,1,2,40,39
47,4,24,9,5,7,5,1,2,1,1,56,33
46,1,4,14,5,10,2,5,1,1,1,40,39
47,4,20,9,3,3,1,5,2,1,1,56,39
29,4,38,9,3,7,1,5,2,1,2,30,39
32,4,32,11,1,4,5,5,1,1,1,40,39
90,4,8,9,3,7,1,5,2,1,1,40,39
63,4,22,13,3,3,1,5,2,1,1,49,42
23,4,12,11,5,10,4,2,2,1,1,40,39
76,9,19,13,3,8,1,5,2,1,1,30,39
23,4,16,11,5,1,2,5,1,1,1,40,39
44,4,22,10,3,1,6,4,1,1,1,30,26
81,5,24,6,3,4,6,5,1,3,1,28,39
17,4,14,6,5,8,4,3,1,1,1,12,39
56,4,17,11,3,13,1,5,2,1,1,40,39
58,1,12,6,3,3,1,5,2,1,1,40,39
45,4,3,13,3,1,1,5,2,1,1,45,39
25,4,23,9,3,6,1,5,2,1,1,40,39
36,4,13,13,3,10,6,2,1,1,1,35,30
32,4,20,11,3,13,6,5,1,1,1,24,39
25,4,29,9,5,8,3,5,2,1,1,30,39
29,1,14,10,3,1,1,5,2,1,1,40,39
23,4,11,9,5,1,2,5,2,1,1,60,39
41,4,11,14,3,10,1,5,2,1,1,55,39
48,7,20,13,3,4,1,3,2,1,1,40,39
29,4,11,9,3,14,1,5,2,1,1,60,39
27,9,17,14,5,8,5,2,2,1,1,20,36
55,4,28,10,3,3,1,5,2,1,1,40,39
30,4,19,7,3,6,1,2,2,1,2,40,40
45,4,14,10,7,8,5,3,1,1,1,40,39
50,4,17,9,1,3,4,5,2,1,1,40,33
22,4,31,9,5,3,2,5,2,1,1,50,39
80,2,2,9,7,8,5,1,1,1,1,32,39
30,4,18,9,3,6,1,5,2,1,1,44,39
20,4,25,10,5,12,4,5,1,1,1,20,39
29,6,18,9,3,12,1,5,2,1,1,35,39
56,4,17,10,3,7,1,5,2,1,1,40,39
63,4,18,13,3,1,1,5,2,1,1,40,39
20,4,20,9,5,6,4,5,2,1,1,40,39
38,7,14,9,3,1,6,3,1,1,1,40,39
31,4,11,9,3,3,1,5,2,1,1,40,39
21,4,21,10,5,12,4,5,2,1,1,35,39
47,4,17,6,3,7,1,5,2,1,1,46,39
25,2,24,13,5,13,5,2,1,1,1,40,40
31,4,19,10,6,1,5,3,1,1,1,38,39
28,4,17,9,5,4,2,5,1,1,1,40,39
38,4,6,9,3,14,1,5,2,1,1,99,39
30,2,18,13,3,11,1,5,2,1,1,40,39
39,5,13,9,3,4,1,5,2,1,2,40,39
27,4,13,13,5,10,5,5,1,1,1,36,42
26,4,8,10,5,4,2,5,1,1,1,40,39
47,4,16,9,5,1,3,5,1,1,1,40,39
27,6,20,9,5,3,2,5,2,1,3,50,39
43,4,21,10,3,11,1,4,2,1,1,32,39
32,2,11,13,5,10,2,5,2,1,1,55,39
20,4,29,10,5,12,4,2,2,1,1,30,30
21,2,21,8,5,6,5,3,1,1,1,20,39
32,4,15,11,5,10,2,5,2,1,1,40,39
37,4,23,11,1,7,2,3,2,1,1,48,39
45,4,16,9,3,3,1,2,2,1,1,40,40
37,5,18,12,3,12,1,5,2,1,2,40,39
54,9,18,5,1,8,2,5,1,1,1,15,39
24,4,16,13,5,10,2,5,2,1,1,25,39
28,9,11,7,5,8,2,5,2,1,1,30,39
23,4,21,10,5,5,4,5,2,1,1,40,39
54,9,17,9,3,8,1,5,2,1,1,40,39
40,4,20,9,3,7,1,5,2,1,1,40,39
38,4,16,10,3,3,1,5,2,1,1,48,39
71,4,18,6,3,7,1,5,2,1,1,40,39
51,4,31,10,1,1,5,5,1,1,1,40,39
52,6,23,10,5,1,5,5,2,1,1,5,39
30,4,32,13,5,12,2,5,1,1,1,40,39
34,4,18,9,3,3,1,5,2,8,1,40,39
38,4,30,6,1,7,2,5,1,1,1,40,39
43,1,10,11,5,10,2,5,1,9,1,40,39
43,4,4,7,5,14,2,5,2,1,1,42,39
36,1,19,10,5,4,2,3,2,9,1,40,39
24,7,18,10,5,1,4,5,1,1,1,40,39
29,9,25,2,5,8,4,2,2,1,1,40,30
55,4,20,6,3,8,6,3,1,1,1,40,39
51,4,2,14,3,10,1,5,2,1,2,60,39
43,2,19,9,1,4,5,1,1,1,1,40,39
28,4,38,9,1,11,2,5,2,1,1,40,39
54,4,8,12,3,12,1,5,2,1,1,45,39
47,4,19,10,3,10,1,5,2,1,1,40,39
47,4,16,13,3,12,1,5,2,1,1,55,39
47,4,7,10,3,8,1,5,2,1,1,57,39
38,4,18,10,5,1,5,5,1,7,1,35,39
60,6,9,3,3,5,1,5,2,1,1,40,39
19,4,2,9,5,12,4,1,1,1,1,25,39
22,4,23,10,5,1,4,3,1,1,1,25,39
55,2,10,14,3,10,1,5,2,1,1,40,39
44,4,11,10,6,12,3,3,1,1,1,35,39
53,6,14,2,3,4,1,5,2,8,1,67,22
44,2,19,14,3,10,6,5,1,5,1,40,39
28,1,18,13,5,11,2,5,2,1,1,50,39
30,2,30,10,5,14,5,3,1,1,1,40,39
39,2,6,9,5,4,4,1,1,1,1,40,39
43,7,11,9,1,4,5,5,1,1,1,40,39
24,4,20,13,5,12,3,5,1,1,1,40,39
27,2,16,11,5,11,2,5,2,1,1,56,39
64,6,19,3,3,5,1,5,2,1,1,70,2
41,2,8,10,3,5,1,5,2,1,1,40,39
28,4,16,9,5,14,4,5,2,1,1,40,39
61,4,12,9,3,10,1,5,2,1,1,30,39
27,4,24,7,1,7,5,5,1,1,1,40,39
49,4,5,10,1,1,2,5,1,1,1,32,39
20,4,11,10,3,3,1,5,2,1,1,40,39
41,4,31,13,5,10,2,5,1,1,2,40,39
28,2,21,9,3,3,1,5,2,1,1,40,39
36,4,19,9,1,7,2,5,2,1,1,40,39
44,6,21,13,1,3,4,5,2,1,1,40,39
51,4,8,13,3,1,6,5,1,8,1,20,39
40,4,16,10,1,10,5,3,1,1,1,38,39
19,4,12,9,5,3,2,5,1,1,1,40,39
54,4,31,10,3,10,6,5,1,1,1,40,39
55,6,19,9,1,3,2,5,2,1,1,40,39
57,4,16,11,7,10,2,5,1,1,1,40,39
29,4,19,10,6,9,2,5,1,1,1,30,13
51,4,10,9,1,12,5,5,1,1,1,43,39
44,4,21,9,1,8,2,5,2,1,1,37,39
35,2,33,11,3,11,1,5,2,1,1,42,39
40,4,17,9,1,14,2,5,2,1,1,40,39
46,4,3,4,6,8,2,5,1,1,1,32,39
25,4,23,10,3,3,1,5,2,1,1,60,39
33,4,21,13,5,10,2,5,2,1,2,36,39
32,4,2,10,5,7,3,5,1,1,3,40,15
22,4,34,9,5,13,2,5,1,1,1,40,39
39,4,7,10,3,12,6,2,1,1,1,40,30
18,6,8,9,5,5,4,2,2,1,1,40,39
43,4,25,9,1,1,5,3,1,1,1,45,39
46,4,19,9,5,13,3,5,2,1,1,40,39
63,4,13,10,3,12,1,5,2,8,1,48,39
40,9,17,10,3,8,1,5,2,1,1,8,39
59,4,18,13,3,4,1,5,2,1,1,60,39
40,2,2,14,5,10,2,5,1,1,1,40,39
23,4,39,9,5,8,4,5,2,1,1,35,39
64,9,5,9,3,8,1,5,2,1,1,10,39
36,4,21,11,3,12,1,5,2,1,1,60,39
48,4,16,9,1,7,5,5,1,1,1,40,39
43,4,12,10,3,10,6,5,1,1,1,40,39
18,4,6,6,5,8,4,5,1,1,1,30,39
17,4,7,7,5,3,4,5,2,1,1,16,39
36,4,15,15,3,10,1,5,2,1,1,50,42
53,4,22,9,3,7,1,5,2,1,1,40,39
36,7,7,10,1,4,2,5,1,1,1,39,39
20,4,21,9,5,6,2,5,2,1,1,40,39
22,4,61,13,5,12,2,5,1,1,1,60,39
34,4,15,13,3,10,1,5,2,1,1,40,39
39,4,5,7,1,8,4,5,2,1,1,40,39
57,4,19,10,7,8,2,5,1,1,1,40,39
30,4,22,6,1,8,5,5,1,1,1,40,39
37,4,16,15,3,10,1,5,2,1,1,60,39
51,4,16,9,3,7,1,5,2,1,1,40,39
38,4,30,9,5,14,5,5,2,1,1,40,39
34,4,30,9,5,4,5,5,1,1,1,35,39
47,1,22,9,4,1,2,3,1,1,1,40,33
28,6,5,9,3,5,1,5,2,1,1,40,39
25,4,20,6,5,8,2,5,2,1,1,24,27
25,4,17,10,5,4,2,5,1,1,1,60,39
50,4,20,14,3,4,1,5,2,9,1,65,39
50,4,3,9,3,3,1,5,2,1,1,40,39
43,4,17,13,3,3,1,5,2,1,1,48,39
27,4,3,9,5,14,2,5,2,1,2,75,39
32,4,17,9,3,3,1,5,2,1,1,50,39
44,4,9,6,5,5,5,5,2,1,1,35,39
19,4,18,9,5,12,5,3,1,1,1,20,39
53,5,13,10,7,4,2,5,2,1,1,40,39
21,4,4,9,5,11,2,5,2,1,1,40,39
26,4,55,9,5,14,2,5,2,1,1,40,39
68,4,3,9,3,14,1,5,2,1,1,12,39
31,4,16,10,3,12,1,5,2,1,3,57,39
32,4,20,13,5,4,3,5,2,1,3,50,39
33,4,17,14,5,1,4,5,2,1,1,40,39
49,9,5,9,5,8,2,3,2,1,1,40,39
24,4,18,7,3,3,1,5,2,1,1,65,39
30,4,14,9,3,12,1,5,2,1,1,42,39
49,4,9,9,3,3,1,5,2,1,1,40,39
18,4,12,7,5,6,2,3,2,1,1,40,39
30,7,19,10,5,1,2,5,1,1,1,37,39
51,4,33,9,3,3,1,5,2,1,1,40,39
52,4,34,10,3,10,1,5,2,1,1,40,39
52,4,20,9,1,8,3,5,2,1,1,30,39
23,2,28,9,5,8,4,3,2,1,1,32,39
23,6,17,6,5,3,2,5,2,1,1,60,39
36,4,18,9,3,7,1,5,2,1,1,48,39
19,4,14,7,5,3,3,5,2,1,1,25,39
53,6,10,9,3,3,1,5,2,1,1,60,39
17,4,15,7,5,6,4,5,2,1,1,25,39
69,4,26,9,7,6,2,5,1,1,1,8,39
46,2,3,13,1,10,5,5,1,1,1,40,39
33,4,24,9,6,13,2,5,2,1,1,46,39
40,4,22,10,3,7,1,5,2,1,1,45,39
56,4,21,10,3,14,1,5,2,1,1,60,42
29,2,19,14,3,10,1,5,2,1,1,40,39
41,4,7,10,1,1,5,5,1,1,1,38,39
22,4,18,9,3,12,1,5,2,1,1,45,39
28,4,6,4,3,3,1,5,2,1,1,40,39
31,4,9,13,3,3,1,5,2,1,1,46,39
35,4,6,13,5,10,2,5,1,1,1,40,39
