ID,age,workclass,fnlwgt,education-num,marital_status,occupation,relationship,race,sex,capital-gain,capital-loss,hours,country
4890,51,6,14,10,3,5,1,5,2,1,1,75,39
3076,32,4,29,13,3,12,1,5,2,1,1,40,39
13641,30,4,11,10,3,1,1,2,2,1,1,50,39
7709,37,4,36,13,5,10,2,5,2,9,1,40,39
23069,32,4,16,13,1,7,2,5,1,1,2,42,39
7969,21,4,17,9,5,1,4,5,1,1,1,40,39
29269,31,2,13,13,1,10,5,5,1,1,1,40,39
18668,23,4,14,9,3,1,3,5,1,1,1,35,39
7853,26,6,20,10,5,10,4,5,1,1,1,35,39
16143,40,1,11,14,5,10,2,5,2,1,1,40,39
4636,46,4,3,12,3,3,1,5,2,1,1,40,39
29571,45,4,24,7,3,3,1,5,2,1,1,42,39
31464,32,4,30,12,3,3,1,5,2,1,1,40,39
24630,37,2,10,13,3,13,1,5,2,1,1,45,39
14112,23,1,3,10,5,3,5,1,2,1,1,40,39
29401,60,4,18,3,3,12,1,5,2,1,1,40,42
23085,27,4,13,9,5,4,2,5,1,1,1,50,39
1425,46,4,13,7,1,7,5,1,2,1,1,43,11
16406,28,6,19,11,3,3,1,5,2,1,1,45,39
22158,42,4,16,9,3,6,1,5,2,1,1,40,39
22981,56,7,8,13,6,10,2,5,1,1,1,38,42
8582,22,4,13,9,5,1,4,5,2,1,1,40,39
17795,67,4,17,2,7,7,2,5,1,3,1,34,7
25131,49,6,21,5,1,8,2,5,1,1,1,20,39
23200,35,6,3,11,3,5,1,5,2,4,1,55,39
21681,34,4,20,13,3,4,1,5,2,6,1,55,39
8504,49,4,12,13,5,10,5,5,1,1,1,40,39
23901,40,4,14,9,3,9,6,5,1,1,1,45,39
23025,21,4,41,10,5,1,4,5,1,1,1,35,39
20773,22,9,2,10,3,8,1,5,2,1,1,6,39
29495,38,4,16,10,1,10,2,5,1,1,1,32,39
14182,52,4,13,9,3,14,6,5,1,1,1,40,39
2513,47,9,17,9,3,8,1,5,2,4,1,40,42
32058,60,4,22,10,7,11,2,3,1,1,1,40,39
11025,48,4,10,13,3,4,1,5,2,8,1,60,39
14690,19,4,31,9,5,1,2,5,1,1,1,40,39
10605,33,6,13,9,3,8,1,3,2,1,1,40,39
3352,31,4,19,9,3,1,6,5,1,1,1,40,39
7453,31,4,18,10,1,12,4,5,1,1,1,35,39
9897,76,4,9,9,3,12,1,5,2,2,1,24,39
29390,54,4,14,9,5,8,2,5,2,1,1,15,39
10732,32,6,13,9,3,7,1,5,2,1,1,40,39
8328,46,4,7,13,5,10,2,5,1,1,1,40,39
22761,39,4,13,13,3,3,1,5,2,1,1,40,39
21242,19,9,25,9,5,8,4,3,2,1,1,35,39
21418,33,4,11,11,3,11,1,5,2,1,1,40,39
9546,60,4,2,10,3,14,1,5,2,1,1,60,39
4976,46,6,14,14,3,3,1,5,2,1,1,50,39
12408,55,4,6,9,1,1,2,5,1,1,1,40,39
12012,32,1,16,9,3,1,6,5,1,1,1,40,39
18377,33,2,36,10,3,11,1,5,2,1,1,40,39
5161,32,4,19,9,3,1,6,3,1,1,1,40,39
1811,35,4,18,11,3,4,1,5,2,8,1,50,39
32010,31,4,6,9,3,7,1,5,2,1,1,40,39
14603,42,6,17,13,4,4,2,5,2,1,1,45,31
21693,50,4,17,13,3,10,1,5,2,1,1,43,39
27257,61,4,22,9,3,13,1,5,2,1,1,40,39
25170,42,4,32,10,5,8,2,5,2,1,1,40,39
13395,42,4,22,13,5,4,2,5,2,1,1,55,39
15189,19,4,14,10,5,4,4,3,2,1,1,30,39
18940,65,4,17,9,7,1,5,5,1,1,1,40,39
13508,51,7,19,10,1,10,2,5,1,1,1,40,39
19734,24,4,19,10,5,1,4,5,1,1,1,40,39
427,23,4,20,9,5,6,2,5,2,1,1,72,6
29179,20,4,28,10,5,8,4,5,1,1,1,35,39
30686,33,4,19,9,5,1,2,5,1,1,2,40,39
9008,32,4,13,13,3,4,1,5,2,1,1,45,39
15463,34,4,36,9,5,7,5,3,1,1,1,40,39
12258,50,4,8,9,3,3,1,5,2,9,1,50,39
27190,43,7,24,13,1,10,5,5,1,2,1,36,39
3278,59,1,3,9,3,3,1,5,2,1,1,40,39
1102,39,5,21,5,3,4,1,5,2,1,2,40,26
3738,27,4,58,9,3,3,1,5,2,1,1,40,39
4096,59,4,6,9,3,6,1,5,2,1,1,40,39
28270,63,4,7,13,3,11,1,2,2,1,1,40,30
13901,55,5,22,14,3,4,1,5,2,1,1,60,39
26197,42,1,5,9,3,14,1,5,2,1,1,40,42
29110,48,5,48,6,3,4,1,5,2,1,1,40,39
18161,51,9,13,9,6,8,2,3,2,1,1,6,39
32351,60,4,3,4,4,7,2,5,2,1,1,40,39
18023,63,2,5,14,3,10,1,5,2,1,1,48,39
9127,41,4,13,6,5,6,5,5,2,1,1,50,39
24192,34,4,3,9,5,1,4,5,2,1,1,50,39
2735,26,4,22,10,5,10,2,5,2,1,2,40,42
7253,48,4,16,13,3,1,1,5,2,1,1,45,42
30734,49,4,6,9,3,3,1,5,2,1,1,40,39
22414,43,4,17,12,3,4,1,5,2,1,1,45,39
724,42,4,16,13,3,4,1,5,2,8,1,45,39
28740,74,5,23,9,3,4,1,5,2,1,1,30,39
12678,17,4,15,8,5,12,4,5,2,1,1,20,39
28676,27,6,15,9,3,5,1,5,2,1,2,70,39
8387,34,9,5,9,3,8,1,5,2,1,1,40,39
6412,17,4,22,8,5,6,4,5,2,1,1,17,39
14973,24,4,6,11,3,14,1,5,2,1,1,40,39
13190,32,4,6,11,3,14,1,5,2,1,1,40,39
31403,51,4,21,9,4,3,2,5,2,1,1,40,39
15039,29,4,8,9,3,7,6,5,1,1,1,40,34
3835,40,4,13,9,5,8,2,5,1,1,1,40,39
6932,37,2,33,10,6,1,2,5,1,1,1,40,39
25837,73,4,17,13,3,10,1,5,2,1,1,15,39
2289,42,6,12,9,3,3,1,5,2,1,1,24,39
25950,53,4,5,10,7,4,2,5,1,1,1,54,39
30381,36,4,25,9,1,4,2,5,2,1,1,40,39
11507,43,4,11,10,1,4,2,3,1,1,1,40,39
26517,23,4,14,9,5,1,4,5,1,1,1,40,39
32003,51,5,23,13,3,4,1,5,2,1,1,25,39
1816,46,2,3,9,3,3,1,5,2,1,2,40,39
17720,25,4,18,14,5,10,4,5,1,1,1,40,39
17609,79,5,9,8,7,12,2,5,2,9,1,45,39
9422,62,4,21,13,3,1,6,5,1,1,1,30,39
24762,54,4,23,13,3,4,1,5,2,1,1,40,39
23389,39,4,17,9,3,7,1,5,2,1,1,45,39
25854,42,6,10,4,3,12,1,5,2,1,1,30,39
3472,23,4,21,13,5,10,4,5,1,1,1,40,39
20518,59,4,3,6,3,14,1,5,2,1,1,45,39
15307,39,4,23,9,1,7,5,5,2,1,2,40,39
28613,37,4,1,9,3,3,1,5,2,9,1,45,39
11232,35,4,24,9,3,7,1,5,2,1,1,44,39
7802,26,4,26,10,6,12,3,3,2,1,1,30,39
18743,48,4,12,9,3,8,1,5,2,1,1,40,39
14208,40,1,17,13,5,1,2,5,2,1,1,40,33
26022,44,4,11,9,3,3,1,5,2,1,1,40,39
14130,22,4,11,13,5,10,4,5,2,1,1,40,39
23254,25,4,21,9,1,4,4,5,2,1,1,40,39
20644,71,4,14,8,5,8,2,5,1,1,1,40,39
19725,38,6,14,13,3,10,1,2,2,4,1,60,39
9614,28,4,27,13,5,1,2,5,2,1,1,45,39
15777,48,4,15,9,3,3,1,5,2,8,1,70,39
22305,44,4,3,10,1,1,5,5,1,1,1,40,39
25498,53,6,10,9,3,4,1,5,2,1,1,35,39
6239,48,4,11,10,6,1,3,3,1,1,1,40,39
3992,52,4,17,9,1,3,3,5,2,1,1,55,39
26254,43,4,4,10,3,14,1,5,2,1,1,60,39
4117,50,4,14,9,5,13,4,5,2,1,1,15,39
29692,35,4,20,5,5,4,2,5,1,1,1,40,39
29338,45,4,21,9,3,3,1,4,2,1,1,40,26
22658,54,4,18,9,5,8,3,5,1,1,1,20,18
15096,19,4,16,10,5,13,4,5,2,1,1,14,39
22427,34,4,10,13,3,14,1,2,2,1,1,40,39
26614,36,5,33,10,3,4,1,5,2,1,1,60,41
32071,37,4,18,13,5,12,2,5,2,1,1,45,39
19787,29,4,4,6,5,3,2,3,2,1,1,40,42
15324,23,4,19,10,5,12,2,5,2,1,1,40,39
25570,28,4,14,9,3,7,1,5,2,3,1,40,39
9882,43,4,22,10,1,13,2,5,1,1,1,50,39
9822,25,4,5,11,3,12,6,5,1,1,1,42,39
21043,29,4,14,10,5,3,4,5,2,1,1,40,39
19883,21,4,30,3,3,6,1,5,2,1,1,40,26
22401,40,1,40,14,5,13,2,5,1,1,1,40,39
29063,45,6,16,9,3,3,1,5,2,1,1,60,39
12585,20,4,29,9,5,12,2,5,1,1,1,30,39
544,27,4,20,10,3,12,1,5,2,1,1,50,39
13662,62,4,8,9,5,1,2,5,1,1,1,38,39
23288,55,2,15,9,3,14,1,5,2,1,1,40,39
15152,32,6,6,13,3,4,1,3,2,1,1,40,42
4955,65,2,20,9,3,8,1,5,2,1,1,8,39
15844,59,6,22,9,1,4,2,5,2,1,1,60,39
24972,41,5,3,9,3,12,1,5,2,1,1,62,39
29584,20,7,3,10,5,1,4,5,1,1,1,40,39
25268,22,4,18,12,5,6,4,5,2,1,1,40,39
7298,21,6,31,10,5,8,4,5,2,1,1,30,39
5098,39,5,11,15,3,10,1,5,2,10,1,65,39
882,27,4,9,9,3,3,1,5,2,1,1,70,39
9596,27,1,10,9,1,1,2,5,2,5,1,50,39
3613,24,2,11,13,5,1,4,3,1,1,1,27,39
14029,25,7,18,10,5,6,4,5,2,1,1,40,39
27874,55,4,11,14,5,10,3,2,1,1,1,40,37
28314,45,6,22,9,3,4,1,5,2,1,1,50,39
14839,43,1,28,14,3,11,1,5,2,1,1,35,39
7462,29,2,3,9,3,8,6,5,1,3,1,40,39
6390,44,6,31,7,3,5,1,5,2,1,1,88,39
27498,25,9,10,13,3,8,6,5,1,1,1,25,39
717,19,7,37,9,5,13,4,5,1,1,1,40,39
18293,20,4,13,9,5,6,4,5,2,1,1,40,39
4810,40,4,17,13,1,12,2,5,2,1,2,60,39
26037,29,4,20,9,3,10,1,5,2,1,1,40,39
5341,19,4,16,9,5,7,4,5,2,1,1,24,39
15362,46,4,16,13,7,13,5,5,1,1,1,38,39
11705,45,4,36,9,1,1,5,5,1,1,1,40,39
30712,27,2,25,13,5,10,2,5,1,1,1,40,39
14615,67,1,4,13,7,1,2,5,1,1,1,40,39
27244,33,7,20,14,3,10,1,2,2,1,1,19,19
4088,34,4,14,13,3,10,1,5,2,1,1,60,39
27060,58,7,25,16,5,4,2,5,1,1,1,43,39
18689,32,2,17,14,5,10,2,5,1,1,1,40,39
19475,43,7,31,15,3,10,1,3,2,1,1,40,39
20974,25,4,16,9,5,7,4,5,2,1,1,40,39
30314,59,5,34,12,3,3,1,5,2,1,1,40,39
8580,29,6,15,11,5,1,2,5,1,3,1,40,39
15808,34,4,18,9,1,1,4,5,2,1,1,40,39
31750,44,4,8,13,3,3,1,5,2,1,1,50,39
30191,69,6,9,6,4,5,2,5,2,4,1,45,39
13819,28,4,21,9,3,4,1,5,2,1,1,50,39
9961,28,4,15,9,1,6,5,5,1,1,1,36,39
23181,27,4,22,9,3,7,1,5,2,8,1,40,39
2874,38,1,11,12,3,1,6,5,1,8,1,33,39
19366,48,4,27,9,1,3,5,5,2,1,1,40,39
24877,36,7,16,11,4,11,4,5,1,1,1,40,11
3322,37,4,40,10,3,3,1,5,2,1,1,45,39
18254,28,4,12,5,5,3,2,5,2,1,1,40,8
24486,29,1,3,10,5,1,5,3,1,3,1,40,39
16663,35,4,14,13,3,12,1,5,2,1,1,40,39
10652,43,2,3,12,3,13,1,5,2,1,1,43,39
31497,24,4,15,9,3,7,1,5,2,1,1,40,39
23848,43,4,24,9,6,1,2,3,1,1,1,32,39
9625,34,2,18,13,4,10,2,5,1,1,1,40,39
14076,51,1,14,9,3,1,1,5,2,1,1,40,39
20080,45,4,38,11,3,3,1,5,2,1,1,40,39
233,33,4,11,10,1,3,3,4,1,1,1,40,39
20821,42,4,19,9,5,14,5,3,1,1,1,38,39
31446,44,4,16,10,1,1,2,5,1,1,1,40,11
3980,55,9,10,12,3,8,1,3,2,1,1,20,39
19423,25,4,21,13,5,8,4,5,2,1,1,40,39
6622,46,4,16,9,3,12,1,5,2,1,1,36,39
15688,46,6,36,12,1,3,2,5,2,1,1,40,39
20352,37,6,2,9,3,5,1,5,2,1,1,50,39
3266,30,4,18,13,3,13,1,5,2,1,1,40,39
13449,36,2,13,5,3,3,1,5,2,1,1,25,39
31912,62,9,3,9,3,8,1,5,2,1,1,18,39
27705,38,4,37,10,5,14,2,5,2,1,1,40,39
11203,46,5,11,14,3,4,6,5,1,1,1,50,39
24161,51,6,20,9,3,12,1,5,2,1,1,40,39
24901,19,4,12,8,5,8,4,5,2,1,2,20,39
24756,54,1,3,10,3,3,1,5,2,1,1,40,39
13727,44,4,17,9,3,14,1,5,2,1,1,45,39
10355,47,1,22,13,3,11,1,3,2,1,1,50,39
19716,38,6,28,13,3,12,1,5,2,8,1,50,39
25515,20,4,38,10,5,10,4,5,2,1,1,24,39
6490,51,4,13,9,3,3,1,5,2,1,1,40,39
27885,36,7,16,13,1,10,5,5,1,1,1,40,39
20645,44,4,32,13,3,12,1,5,2,1,1,60,39
21753,22,4,24,10,5,10,2,5,2,1,1,12,39
6377,46,4,36,7,3,14,1,3,2,1,1,40,39
23039,22,4,41,10,5,1,4,5,1,1,1,40,39
14215,22,2,5,13,5,10,2,5,1,1,1,35,39
16709,36,4,10,9,1,14,2,5,2,1,1,50,39
25161,75,4,10,9,3,12,1,5,2,3,1,20,39
20255,49,4,17,13,3,4,1,5,2,1,1,50,39
17988,54,6,12,10,1,12,2,5,1,1,1,35,39
20308,24,4,17,9,3,7,1,5,2,1,1,40,39
24377,21,4,12,9,5,12,2,5,1,1,1,40,39
1387,40,6,26,10,1,4,3,5,2,1,2,70,20
4102,51,2,14,5,3,14,1,3,2,1,1,40,39
1439,47,4,6,9,3,12,1,5,2,1,1,40,39
21048,24,4,5,2,3,8,4,2,1,1,1,5,40
13128,42,2,17,13,3,10,1,5,2,6,1,40,39
20714,49,4,29,9,3,7,1,5,2,5,1,50,39
11540,42,4,6,10,1,4,5,5,1,1,1,45,39
17266,34,4,10,11,5,10,2,5,1,2,1,20,39
2791,55,4,9,9,1,1,2,5,1,1,1,40,39
14044,57,5,19,9,3,4,1,5,2,1,1,40,39
11958,31,4,17,9,5,1,4,5,1,1,1,40,39
4974,56,4,28,15,3,10,1,5,2,1,1,45,39
4167,31,2,9,10,3,4,1,5,2,1,1,35,39
24689,53,2,15,9,3,1,6,5,1,1,1,40,39
28474,69,4,13,9,6,14,5,3,1,3,1,40,39
16537,42,4,15,9,1,8,5,5,1,1,1,40,39
11642,19,4,25,9,5,12,4,5,2,1,1,25,39
5644,48,4,26,6,1,12,2,5,1,1,1,38,39
9222,19,4,19,9,5,10,2,5,1,1,1,40,39
9353,18,9,8,8,5,8,4,2,1,1,1,24,11
22346,32,4,17,9,3,3,1,5,2,1,1,48,39
9056,22,4,23,5,5,12,2,5,2,1,1,40,39
27232,44,4,24,11,1,4,2,5,2,9,1,40,39
7273,27,4,24,9,6,7,4,5,1,1,1,40,39
32385,32,4,10,9,3,3,1,5,2,1,1,40,39
24354,57,4,22,12,1,13,2,5,1,1,1,40,39
2671,43,4,18,2,5,12,4,5,2,1,1,40,39
16857,31,4,33,9,6,8,2,5,2,1,1,40,39
11372,29,4,20,10,3,11,1,5,2,1,1,45,39
14099,74,6,4,9,7,8,2,5,2,1,1,20,39
10039,22,4,18,10,5,1,4,5,2,1,1,40,39
81,52,4,27,13,3,8,1,5,2,1,1,40,5
20110,47,1,16,9,6,1,5,5,1,1,1,40,39
2752,53,6,17,4,3,4,1,5,2,5,1,50,12
19698,43,2,14,10,1,8,5,5,1,1,1,20,39
16215,48,4,3,9,5,6,2,5,2,1,1,40,39
9788,36,6,28,9,3,3,1,5,2,3,1,40,39
7316,23,4,28,10,5,1,2,5,2,1,1,20,39
16677,29,4,10,10,5,13,2,5,2,1,1,52,39
27851,34,4,25,9,5,14,4,5,2,1,1,40,39
19189,35,4,17,9,3,7,1,3,2,1,1,40,39
17324,49,7,20,10,1,1,4,5,2,1,1,40,39
3160,43,2,24,14,1,10,5,5,2,1,1,40,39
23287,38,4,4,10,1,4,2,5,1,1,1,42,39
4646,30,4,31,9,3,14,1,5,2,1,1,40,39
17382,27,4,29,10,5,3,2,2,2,1,2,45,1
20125,62,4,25,14,5,10,2,5,2,1,1,70,39
28013,19,4,4,10,5,4,4,5,1,1,1,40,39
1550,23,4,20,9,5,1,4,5,1,1,1,40,39
31444,51,6,14,9,3,5,1,5,2,1,1,55,39
7042,37,1,3,10,1,13,5,1,1,1,1,20,39
20368,37,2,16,13,3,1,1,5,2,8,1,40,39
31854,31,4,19,11,1,6,5,5,1,1,1,40,39
15468,29,4,3,8,4,8,2,3,1,1,1,40,39
17764,52,4,8,9,3,3,1,5,2,1,1,40,39
18344,26,4,46,9,3,3,1,5,2,1,1,40,39
19528,28,4,17,9,5,4,2,5,1,1,1,40,39
23929,25,4,24,2,5,7,2,5,2,1,1,24,26
4935,47,1,6,9,3,1,1,3,2,1,1,40,39
14158,56,4,19,9,6,3,5,5,2,1,1,40,39
21351,40,6,17,11,3,10,6,5,1,1,2,15,39
26007,42,4,9,14,3,12,1,2,2,1,1,40,42
19078,60,2,25,13,3,10,6,5,1,1,1,45,39
30990,33,4,5,9,5,14,2,5,2,1,1,40,39
483,41,4,19,9,4,3,5,5,1,1,1,40,39
19796,53,4,18,9,3,3,1,5,2,1,1,40,39
19784,35,4,12,9,1,3,2,5,2,1,1,46,42
8720,25,4,12,9,5,4,3,5,2,1,1,40,39
16162,35,6,45,5,3,3,1,5,2,1,1,40,39
31964,24,4,17,9,5,7,5,3,1,1,1,40,39
31733,41,4,28,12,3,10,1,5,2,9,1,60,39
4202,59,4,19,9,1,4,2,5,1,1,1,40,39
1731,46,4,5,10,5,4,2,3,2,1,1,40,39
1726,55,4,19,9,3,3,1,5,2,1,1,40,39
2652,34,4,21,13,3,10,1,5,2,1,1,40,20
16719,37,4,11,14,3,4,1,5,2,1,1,40,39
9091,59,4,23,14,3,4,1,5,2,1,1,40,39
1097,19,9,8,9,5,8,4,5,1,1,1,40,39
19536,43,4,21,10,3,11,1,4,2,1,1,32,39
2184,63,5,5,14,3,12,1,5,2,1,1,68,39
24544,26,4,18,13,5,10,2,5,2,1,1,50,39
6157,55,4,18,9,1,3,2,5,2,1,1,45,39
15627,62,4,16,13,3,4,1,5,2,1,1,40,39
14440,31,4,11,5,5,12,2,5,2,1,1,43,39
2255,26,4,15,11,6,8,2,3,2,1,1,40,39
27904,31,4,34,10,3,1,1,2,2,1,1,50,19
7567,22,4,14,6,5,3,5,5,2,1,1,40,39
21700,47,4,17,9,1,1,5,5,1,1,1,40,39
20594,18,4,21,7,5,8,4,5,2,1,1,12,39
3187,40,4,17,13,4,8,2,5,1,1,1,40,42
18684,59,5,16,10,3,4,1,5,2,9,1,60,39
9436,26,4,5,9,5,14,2,5,2,1,1,40,39
764,51,4,38,13,5,12,2,5,2,1,1,55,39
18565,42,5,5,9,3,12,1,5,2,1,1,60,39
198,35,4,13,14,3,10,3,5,2,8,1,40,39
7188,20,4,21,10,5,12,4,5,1,1,1,30,39
31949,47,1,19,13,3,10,1,5,2,1,1,50,39
30637,32,4,21,9,3,3,1,5,2,1,1,40,39
24465,42,4,18,14,3,12,1,5,2,9,1,50,42
18067,27,4,15,13,5,4,4,5,1,1,1,40,39
5148,39,6,12,5,3,3,1,5,2,1,1,40,39
23149,40,4,20,10,3,14,1,5,2,1,1,40,39
32074,30,4,31,11,3,13,6,5,1,1,1,35,11
1894,68,4,6,10,7,12,2,5,2,1,1,40,39
3436,38,4,22,9,3,3,1,5,2,1,1,40,39
20759,43,4,24,9,1,3,5,5,2,1,1,40,39
32555,22,4,31,10,5,11,2,5,2,1,1,40,39
585,21,4,19,10,5,12,4,5,1,1,1,24,39
14830,60,5,37,9,3,1,6,5,1,9,1,15,39
31950,35,4,18,13,3,4,1,5,2,1,1,40,39
30111,41,1,21,15,3,10,1,5,2,1,1,50,19
8130,59,2,23,9,1,1,5,5,1,1,1,38,39
19990,27,4,33,11,5,4,4,5,1,1,1,40,39
17561,18,4,28,3,5,6,3,5,2,1,1,30,16
28663,54,4,12,10,7,10,2,5,2,1,1,50,39
24344,42,4,4,9,1,1,5,5,1,1,1,40,39
4964,45,6,19,10,3,14,1,5,2,1,1,45,39
1891,62,4,14,10,7,4,2,5,1,1,1,16,39
3512,26,4,15,9,5,1,4,5,1,1,1,40,39
21067,35,4,27,12,3,8,6,5,1,1,1,35,39
30423,23,4,12,10,5,1,2,5,1,1,2,40,39
5828,17,4,2,6,5,12,4,5,1,1,1,12,39
6379,61,4,23,13,1,1,2,5,2,1,1,40,39
32463,58,2,22,9,3,8,1,5,2,1,1,40,39
14599,36,4,23,9,3,3,1,5,2,1,1,64,39
14139,33,4,21,9,3,3,1,5,2,1,1,60,39
24684,40,4,14,13,7,4,5,5,1,1,1,40,39
30150,22,4,21,13,5,1,4,5,1,1,1,35,39
30968,28,4,12,10,3,4,1,1,2,1,1,55,39
15588,60,5,17,9,1,3,2,5,2,1,1,40,39
10469,48,4,15,9,1,14,2,5,2,1,1,65,39
11266,43,4,45,9,3,3,1,5,2,1,1,40,39
22809,34,4,15,9,1,3,5,5,2,1,1,45,39
23993,28,2,21,13,5,10,2,3,1,1,1,60,39
18265,40,4,19,6,3,4,1,5,2,1,1,40,39
5049,32,4,47,14,3,10,1,5,2,1,1,40,39
21444,32,4,21,9,3,7,1,5,2,1,1,40,39
28590,21,4,31,10,5,12,4,5,2,1,1,40,4
31408,27,4,18,11,1,1,5,5,1,1,1,40,39
14963,38,4,7,15,3,10,6,5,1,1,1,40,39
23484,47,4,12,13,1,3,2,5,1,1,1,50,39
29597,30,6,18,12,1,1,2,5,1,1,1,40,39
29664,64,4,6,13,1,4,5,5,2,10,1,50,39
29710,67,9,20,13,1,8,2,5,1,1,1,60,39
10443,17,6,22,6,5,8,4,5,1,1,1,24,39
23527,60,4,10,11,3,13,1,5,2,8,1,40,39
20129,41,4,20,11,3,12,1,5,2,1,1,40,39
9757,29,4,8,2,5,8,2,5,2,1,1,20,8
8474,52,6,13,9,3,5,1,5,2,1,1,70,39
1292,39,4,27,9,3,14,1,5,2,1,1,65,39
5329,45,2,3,13,3,10,1,5,2,1,1,45,39
12859,38,4,24,9,3,1,1,5,2,1,1,42,39
4037,28,4,31,6,1,8,2,5,1,1,1,40,39
19687,50,4,18,9,5,1,4,5,1,1,1,40,39
21102,35,4,16,10,3,3,1,5,2,1,1,40,39
4591,25,4,21,7,6,3,4,5,2,1,1,40,39
11154,20,4,18,10,5,7,4,5,1,1,1,40,39
18134,26,4,16,9,3,6,1,5,2,1,1,40,39
22943,30,6,40,9,3,10,1,5,2,1,2,15,39
18142,36,4,65,13,3,4,1,3,2,1,1,45,39
15329,18,4,13,9,5,8,4,5,1,1,1,30,39
32020,21,4,21,10,5,12,4,5,1,1,2,28,39
12363,37,2,24,11,3,11,1,5,2,1,1,40,39
6030,55,6,15,9,3,12,1,5,2,1,1,50,39
10946,29,4,13,11,5,1,4,5,1,1,1,40,39
5652,56,9,18,9,3,8,1,5,2,1,1,40,39
32149,22,4,36,11,5,12,2,3,1,1,1,25,39
11282,40,4,27,9,3,7,1,5,2,1,1,40,39
5999,23,4,32,9,5,3,3,5,2,1,1,40,39
30267,19,4,22,10,5,10,4,5,2,1,1,11,39
31832,30,4,23,10,3,10,1,5,2,1,1,68,39
515,57,9,22,11,7,8,5,5,1,1,1,38,39
16062,27,4,15,10,3,10,1,5,2,1,1,50,39
18425,65,4,26,9,7,12,2,5,1,1,1,24,39
6562,44,4,13,10,3,14,1,5,2,1,1,40,39
29538,22,4,3,10,5,8,2,5,1,1,1,30,39
9857,61,6,9,15,3,10,1,5,2,1,1,50,9
20043,23,4,13,9,3,12,1,5,2,1,1,80,39
19705,41,6,3,11,3,5,1,5,2,1,1,45,39
16243,58,6,3,13,3,4,1,5,2,1,1,50,39
6885,33,4,22,13,5,10,2,5,2,1,1,40,39
21512,32,4,25,13,3,12,1,5,2,1,1,60,39
901,51,6,17,5,3,3,1,5,2,1,1,20,39
20387,33,4,13,13,3,12,1,5,2,1,1,55,39
25679,25,4,26,9,6,11,4,3,2,1,1,40,39
26717,24,4,18,7,3,3,1,5,2,1,1,40,39
27627,48,4,18,10,1,6,4,5,2,3,1,40,39
29600,30,4,37,9,1,14,4,3,2,1,1,40,39
26704,47,4,14,9,3,3,1,5,2,1,1,40,39
5835,37,6,12,9,1,4,5,5,2,1,1,55,39
7712,41,4,22,9,3,12,1,5,2,1,1,40,39
26493,51,4,13,10,3,1,1,5,2,8,1,40,39
851,26,4,9,11,1,1,2,5,1,1,1,55,39
25480,26,4,16,9,3,12,1,5,2,1,1,40,39
12243,55,4,18,9,1,6,2,5,1,1,1,40,39
23414,36,4,33,7,6,4,2,5,1,1,1,32,39
13897,24,4,19,14,5,9,2,5,1,1,1,45,42
31907,48,4,37,14,3,10,1,5,2,1,1,40,5
26774,37,4,7,2,5,8,5,5,1,1,1,48,8
22454,67,6,28,13,3,14,1,5,2,1,1,40,39
31005,34,4,16,9,3,4,1,5,2,1,1,40,39
30953,34,4,24,9,5,7,5,3,2,1,1,40,39
10253,17,9,21,6,5,8,4,5,2,1,1,40,39
11603,35,4,10,9,6,7,5,5,2,1,1,40,39
2387,37,4,6,13,3,5,1,5,2,1,1,50,39
23946,20,6,30,9,5,5,4,5,2,1,1,40,39
5634,51,4,14,14,3,4,1,5,2,1,1,50,39
21025,19,4,53,9,5,8,2,5,1,1,1,50,39
2291,46,4,10,9,1,3,2,5,2,1,1,37,39
15325,44,4,21,10,3,4,1,5,2,1,1,50,39
4536,30,2,36,13,5,10,2,3,1,1,1,40,11
13272,36,4,26,13,3,4,1,5,2,1,1,55,39
9141,19,9,18,6,5,8,5,5,1,1,1,35,39
7482,59,4,19,9,6,8,2,5,1,1,1,40,39
12872,39,4,11,9,3,3,1,5,2,1,1,40,39
28119,31,4,22,15,1,13,2,5,1,1,1,35,39
13680,57,4,3,13,3,14,1,5,2,1,1,40,39
10414,34,4,3,9,3,3,1,5,2,4,1,46,39
14796,42,4,19,13,3,14,1,5,2,1,1,48,39
22847,42,4,17,10,3,12,1,5,2,1,2,50,39
31931,34,4,22,13,1,12,2,5,1,1,1,40,39
6958,47,4,24,9,1,1,5,5,2,1,1,40,16
16451,31,4,50,2,3,5,1,5,2,1,1,45,26
5226,51,4,16,9,3,3,1,5,2,1,1,40,39
26243,50,1,3,13,3,4,6,1,1,1,1,40,39
31033,55,4,13,9,3,14,1,3,2,4,1,40,23
9755,38,4,9,9,3,3,1,5,2,1,1,44,39
3070,27,4,30,9,5,4,4,5,1,1,1,40,39
30972,21,4,21,10,5,1,2,5,1,1,1,27,39
4498,35,4,15,11,1,8,5,3,1,1,1,40,39
7833,23,4,18,9,5,12,2,5,2,1,1,40,39
3545,29,4,15,10,6,12,2,5,1,1,1,40,39
22005,28,4,16,9,3,4,6,5,1,1,1,45,39
31633,26,9,37,13,3,8,6,5,1,1,2,40,39
19222,48,4,21,9,6,1,5,5,1,1,1,40,39
12637,70,5,13,13,1,4,5,5,1,1,1,55,39
16973,26,4,21,12,3,12,1,5,2,1,1,40,39
14976,37,4,16,9,3,14,1,5,2,1,1,52,39
19424,33,4,16,11,5,10,5,5,1,1,1,55,39
24861,17,4,23,6,5,8,4,5,2,1,1,18,39
